,date,state,fips,cases,deaths
6270,2020-11-29,Wyoming,56,32489,215
6271,2020-11-29,Wisconsin,55,409054,3496
6272,2020-11-29,West Virginia,54,46997,729
6273,2020-11-29,Washington,53,168333,2828
6274,2020-11-29,Virginia,51,235942,4058
6275,2020-11-29,Virgin Islands,78,1544,23
6276,2020-11-29,Vermont,50,4100,67
6277,2020-11-29,Utah,49,193809,868
6278,2020-11-29,Texas,48,1247065,21900
6279,2020-11-29,Tennessee,47,358809,4500
6280,2020-11-29,South Dakota,46,79900,943
6281,2020-11-29,South Carolina,45,216129,4353
6282,2020-11-29,Rhode Island,44,53954,1346
6283,2020-11-29,Puerto Rico,72,85317,1094
6284,2020-11-29,Pennsylvania,42,361387,10406
6285,2020-11-29,Oregon,41,74120,907
6286,2020-11-29,Oklahoma,40,195545,1736
6287,2020-11-29,Ohio,39,414432,6399
6288,2020-11-29,Northern Mariana Islands,69,104,2
6289,2020-11-29,North Dakota,38,78664,926
6290,2020-11-29,North Carolina,37,362124,5279
6291,2020-11-29,New York,36,645932,34101
6292,2020-11-29,New Mexico,35,95417,1540
6293,2020-11-29,New Jersey,34,335943,16978
6294,2020-11-29,New Hampshire,33,20480,526
6295,2020-11-29,Nevada,32,150825,2140
6296,2020-11-29,Nebraska,31,127022,1025
6297,2020-11-29,Montana,30,61801,672
6298,2020-11-29,Missouri,29,309420,3956
6299,2020-11-29,Mississippi,28,151785,3806
6300,2020-11-29,Minnesota,27,313028,3637
6301,2020-11-29,Michigan,26,377596,9461
6302,2020-11-29,Massachusetts,25,224964,10722
6303,2020-11-29,Maryland,24,196727,4625
6304,2020-11-29,Maine,23,11508,191
6305,2020-11-29,Louisiana,22,232245,6407
6306,2020-11-29,Kentucky,21,180164,2039
6307,2020-11-29,Kansas,20,155377,1529
6308,2020-11-29,Iowa,19,228690,2399
6309,2020-11-29,Indiana,18,336027,5685
6310,2020-11-29,Illinois,17,721487,12895
6311,2020-11-29,Idaho,16,100758,925
6312,2020-11-29,Hawaii,15,17925,242
6313,2020-11-29,Guam,66,7787,113
6314,2020-11-29,Georgia,13,452322,9189
6315,2020-11-29,Florida,12,992652,18499
6316,2020-11-29,District of Columbia,11,21448,680
6317,2020-11-29,Delaware,10,35251,770
6318,2020-11-29,Connecticut,9,112581,4961
6319,2020-11-29,Colorado,8,230057,3025
6320,2020-11-29,California,6,1219496,19151
6321,2020-11-29,Arkansas,5,156247,2470
6322,2020-11-29,Arizona,4,325995,6635
6323,2020-11-29,Alaska,2,31896,115
6324,2020-11-29,Alabama,1,247229,3577
6325,2020-11-28,Wyoming,56,31929,215
6326,2020-11-28,Wisconsin,55,404999,3474
6327,2020-11-28,West Virginia,54,45845,718
6328,2020-11-28,Washington,53,166736,2828
6329,2020-11-28,Virginia,51,233617,4054
6330,2020-11-28,Virgin Islands,78,1540,23
6331,2020-11-28,Vermont,50,4033,67
6332,2020-11-28,Utah,49,192087,863
6333,2020-11-28,Texas,48,1234675,21847
6334,2020-11-28,Tennessee,47,355885,4489
6335,2020-11-28,South Dakota,46,79099,942
6336,2020-11-28,South Carolina,45,214911,4346
6337,2020-11-28,Rhode Island,44,53954,1346
6338,2020-11-28,Puerto Rico,72,85196,1083
6339,2020-11-28,Pennsylvania,42,356243,10337
6340,2020-11-28,Oregon,41,72506,899
6341,2020-11-28,Oklahoma,40,193824,1717
6342,2020-11-28,Ohio,39,406703,6378
6343,2020-11-28,Northern Mariana Islands,69,104,2
6344,2020-11-28,North Dakota,38,77941,921
6345,2020-11-28,North Carolina,37,358654,5249
6346,2020-11-28,New York,36,639200,34049
6347,2020-11-28,New Mexico,35,93982,1527
6348,2020-11-28,New Jersey,34,332104,16965
6349,2020-11-28,New Hampshire,33,20002,523
6350,2020-11-28,Nevada,32,149613,2123
6351,2020-11-28,Nebraska,31,125820,1021
6352,2020-11-28,Montana,30,60845,670
6353,2020-11-28,Missouri,29,306526,3950
6354,2020-11-28,Mississippi,28,149940,3779
6355,2020-11-28,Minnesota,27,304082,3580
6356,2020-11-28,Michigan,26,377279,9461
6357,2020-11-28,Massachusetts,25,222469,10676
6358,2020-11-28,Maryland,24,194603,4602
6359,2020-11-28,Maine,23,11288,191
6360,2020-11-28,Louisiana,22,230602,6391
6361,2020-11-28,Kentucky,21,177453,2028
6362,2020-11-28,Kansas,20,155265,1529
6363,2020-11-28,Iowa,19,227181,2375
6364,2020-11-28,Indiana,18,331725,5663
6365,2020-11-28,Illinois,17,714070,12852
6366,2020-11-28,Idaho,16,99984,919
6367,2020-11-28,Hawaii,15,17871,238
6368,2020-11-28,Guam,66,7751,113
6369,2020-11-28,Georgia,13,450627,9173
6370,2020-11-28,Florida,12,985289,18441
6371,2020-11-28,District of Columbia,11,21308,678
6372,2020-11-28,Delaware,10,34670,763
6373,2020-11-28,Connecticut,9,112581,4961
6374,2020-11-28,Colorado,8,226567,3012
6375,2020-11-28,California,6,1206278,19132
6376,2020-11-28,Arkansas,5,155026,2449
6377,2020-11-28,Arizona,4,322774,6624
6378,2020-11-28,Alaska,2,31279,115
6379,2020-11-28,Alabama,1,244993,3572
6380,2020-11-27,Wyoming,56,31773,215
6381,2020-11-27,Wisconsin,55,399557,3444
6382,2020-11-27,West Virginia,54,45046,712
6383,2020-11-27,Washington,53,165230,2828
6384,2020-11-27,Virginia,51,230444,4044
6385,2020-11-27,Virgin Islands,78,1521,23
6386,2020-11-27,Vermont,50,4005,67
6387,2020-11-27,Utah,49,190044,849
6388,2020-11-27,Texas,48,1228649,21762
6389,2020-11-27,Tennessee,47,349506,4475
6390,2020-11-27,South Dakota,46,78280,888
6391,2020-11-27,South Carolina,45,213120,4346
6392,2020-11-27,Rhode Island,44,53954,1346
6393,2020-11-27,Puerto Rico,72,84293,1076
6394,2020-11-27,Pennsylvania,42,349360,10295
6395,2020-11-27,Oregon,41,70833,890
6396,2020-11-27,Oklahoma,40,187567,1704
6397,2020-11-27,Ohio,39,399808,6346
6398,2020-11-27,Northern Mariana Islands,69,104,2
6399,2020-11-27,North Dakota,38,77238,908
6400,2020-11-27,North Carolina,37,355664,5240
6401,2020-11-27,New York,36,633140,34004
6402,2020-11-27,New Mexico,35,91852,1504
6403,2020-11-27,New Jersey,34,328302,16942
6404,2020-11-27,New Hampshire,33,19313,517
6405,2020-11-27,Nevada,32,147145,2103
6406,2020-11-27,Nebraska,31,124664,1017
6407,2020-11-27,Montana,30,59796,658
6408,2020-11-27,Missouri,29,304234,3943
6409,2020-11-27,Mississippi,28,148387,3769
6410,2020-11-27,Minnesota,27,295060,3535
6411,2020-11-27,Michigan,26,369022,9352
6412,2020-11-27,Massachusetts,25,219252,10635
6413,2020-11-27,Maryland,24,193205,4569
6414,2020-11-27,Maine,23,11265,190
6415,2020-11-27,Louisiana,22,230602,6391
6416,2020-11-27,Kentucky,21,174684,2009
6417,2020-11-27,Kansas,20,155245,1529
6418,2020-11-27,Iowa,19,225065,2360
6419,2020-11-27,Indiana,18,327234,5594
6420,2020-11-27,Illinois,17,706123,12705
6421,2020-11-27,Idaho,16,99148,914
6422,2020-11-27,Hawaii,15,17796,238
6423,2020-11-27,Guam,66,7737,113
6424,2020-11-27,Georgia,13,447942,9130
6425,2020-11-27,Florida,12,979012,18362
6426,2020-11-27,District of Columbia,11,20937,677
6427,2020-11-27,Delaware,10,34170,763
6428,2020-11-27,Connecticut,9,112581,4961
6429,2020-11-27,Colorado,8,222544,2998
6430,2020-11-27,California,6,1193071,19100
6431,2020-11-27,Arkansas,5,153677,2436
6432,2020-11-27,Arizona,4,318695,6588
6433,2020-11-27,Alaska,2,30612,113
6434,2020-11-27,Alabama,1,242874,3572
6435,2020-11-26,Wyoming,56,30761,215
6436,2020-11-26,Wisconsin,55,398104,3431
6437,2020-11-26,West Virginia,54,44180,712
6438,2020-11-26,Washington,53,161911,2825
6439,2020-11-26,Virginia,51,228900,4029
6440,2020-11-26,Virgin Islands,78,1521,23
6441,2020-11-26,Vermont,50,3827,64
6442,2020-11-26,Utah,49,184382,834
6443,2020-11-26,Texas,48,1223896,21709
6444,2020-11-26,Tennessee,47,345371,4468
6445,2020-11-26,South Dakota,46,76142,849
6446,2020-11-26,South Carolina,45,210905,4317
6447,2020-11-26,Rhode Island,44,52317,1335
6448,2020-11-26,Puerto Rico,72,82841,1069
6449,2020-11-26,Pennsylvania,42,340998,10271
6450,2020-11-26,Oregon,41,70006,884
6451,2020-11-26,Oklahoma,40,184342,1680
6452,2020-11-26,Ohio,39,382743,6274
6453,2020-11-26,Northern Mariana Islands,69,104,2
6454,2020-11-26,North Dakota,38,76448,903
6455,2020-11-26,North Carolina,37,348148,5177
6456,2020-11-26,New York,36,624961,33959
6457,2020-11-26,New Mexico,35,89796,1469
6458,2020-11-26,New Jersey,34,324207,16925
6459,2020-11-26,New Hampshire,33,18776,514
6460,2020-11-26,Nevada,32,144794,2093
6461,2020-11-26,Nebraska,31,123124,1011
6462,2020-11-26,Montana,30,59682,658
6463,2020-11-26,Missouri,29,300825,3932
6464,2020-11-26,Mississippi,28,147382,3763
6465,2020-11-26,Minnesota,27,289362,3434
6466,2020-11-26,Michigan,26,352342,9169
6467,2020-11-26,Massachusetts,25,214594,10604
6468,2020-11-26,Maryland,24,190635,4547
6469,2020-11-26,Maine,23,11265,190
6470,2020-11-26,Louisiana,22,225638,6350
6471,2020-11-26,Kentucky,21,170081,1983
6472,2020-11-26,Kansas,20,150522,1503
6473,2020-11-26,Iowa,19,223323,2349
6474,2020-11-26,Indiana,18,321595,5561
6475,2020-11-26,Illinois,17,698364,12609
6476,2020-11-26,Idaho,16,97007,901
6477,2020-11-26,Hawaii,15,17678,235
6478,2020-11-26,Guam,66,7717,112
6479,2020-11-26,Georgia,13,445204,9089
6480,2020-11-26,Florida,12,961668,18253
6481,2020-11-26,District of Columbia,11,20736,677
6482,2020-11-26,Delaware,10,33579,761
6483,2020-11-26,Connecticut,9,109152,4926
6484,2020-11-26,Colorado,8,217655,2977
6485,2020-11-26,California,6,1176137,19025
6486,2020-11-26,Arkansas,5,152625,2436
6487,2020-11-26,Arizona,4,314326,6568
6488,2020-11-26,Alaska,2,29940,113
6489,2020-11-26,Alabama,1,241957,3572
6490,2020-11-25,Wyoming,56,30761,215
6491,2020-11-25,Wisconsin,55,392443,3363
6492,2020-11-25,West Virginia,54,43050,695
6493,2020-11-25,Washington,53,161207,2825
6494,2020-11-25,Virginia,51,226300,4008
6495,2020-11-25,Virgin Islands,78,1521,23
6496,2020-11-25,Vermont,50,3827,64
6497,2020-11-25,Utah,49,183960,834
6498,2020-11-25,Texas,48,1219392,21536
6499,2020-11-25,Tennessee,47,341456,4415
6500,2020-11-25,South Dakota,46,76142,849
6501,2020-11-25,South Carolina,45,210905,4317
6502,2020-11-25,Rhode Island,44,52317,1335
6503,2020-11-25,Puerto Rico,72,82340,1052
6504,2020-11-25,Pennsylvania,42,333571,10162
6505,2020-11-25,Oregon,41,68504,871
6506,2020-11-25,Oklahoma,40,184342,1680
6507,2020-11-25,Ohio,39,382743,6274
6508,2020-11-25,Northern Mariana Islands,69,104,2
6509,2020-11-25,North Dakota,38,75484,893
6510,2020-11-25,North Carolina,37,348102,5177
6511,2020-11-25,New York,36,618023,33890
6512,2020-11-25,New Mexico,35,88102,1451
6513,2020-11-25,New Jersey,34,319734,16886
6514,2020-11-25,New Hampshire,33,18776,514
6515,2020-11-25,Nevada,32,142951,2077
6516,2020-11-25,Nebraska,31,120459,1008
6517,2020-11-25,Montana,30,58620,653
6518,2020-11-25,Missouri,29,297374,3908
6519,2020-11-25,Mississippi,28,145636,3745
6520,2020-11-25,Minnesota,27,289362,3434
6521,2020-11-25,Michigan,26,352052,9168
6522,2020-11-25,Massachusetts,25,214594,10604
6523,2020-11-25,Maryland,24,188509,4518
6524,2020-11-25,Maine,23,11027,190
6525,2020-11-25,Louisiana,22,225638,6350
6526,2020-11-25,Kentucky,21,169822,1975
6527,2020-11-25,Kansas,20,150515,1503
6528,2020-11-25,Iowa,19,221288,2312
6529,2020-11-25,Indiana,18,315212,5498
6530,2020-11-25,Illinois,17,686855,12465
6531,2020-11-25,Idaho,16,97007,901
6532,2020-11-25,Hawaii,15,17561,233
6533,2020-11-25,Guam,66,7674,110
6534,2020-11-25,Georgia,13,441737,9054
6535,2020-11-25,Florida,12,961668,18253
6536,2020-11-25,District of Columbia,11,20516,677
6537,2020-11-25,Delaware,10,32995,760
6538,2020-11-25,Connecticut,9,109152,4926
6539,2020-11-25,Colorado,8,212416,2930
6540,2020-11-25,California,6,1167149,18982
6541,2020-11-25,Arkansas,5,150277,2425
6542,2020-11-25,Arizona,4,311727,6529
6543,2020-11-25,Alaska,2,29386,110
6544,2020-11-25,Alabama,1,239318,3532
6545,2020-11-24,Wyoming,56,29959,202
6546,2020-11-24,Wisconsin,55,386441,3295
6547,2020-11-24,West Virginia,54,42083,682
6548,2020-11-24,Washington,53,158234,2807
6549,2020-11-24,Virginia,51,223582,3979
6550,2020-11-24,Virgin Islands,78,1521,23
6551,2020-11-24,Vermont,50,3762,64
6552,2020-11-24,Utah,49,182121,810
6553,2020-11-24,Texas,48,1204464,21338
6554,2020-11-24,Tennessee,47,339059,4325
6555,2020-11-24,South Dakota,46,74859,821
6556,2020-11-24,South Carolina,45,209230,4313
6557,2020-11-24,Rhode Island,44,51424,1325
6558,2020-11-24,Puerto Rico,72,82163,1038
6559,2020-11-24,Pennsylvania,42,326615,10014
6560,2020-11-24,Oregon,41,67337,848
6561,2020-11-24,Oklahoma,40,180610,1664
6562,2020-11-24,Ohio,39,371908,6118
6563,2020-11-24,Northern Mariana Islands,69,104,2
6564,2020-11-24,North Dakota,38,74407,889
6565,2020-11-24,North Carolina,37,343566,5114
6566,2020-11-24,New York,36,611756,33847
6567,2020-11-24,New Mexico,35,86247,1430
6568,2020-11-24,New Jersey,34,315675,16819
6569,2020-11-24,New Hampshire,33,18382,513
6570,2020-11-24,Nevada,32,140572,2053
6571,2020-11-24,Nebraska,31,117929,985
6572,2020-11-24,Montana,30,57559,630
6573,2020-11-24,Missouri,29,292786,3869
6574,2020-11-24,Mississippi,28,144544,3729
6575,2020-11-24,Minnesota,27,282972,3359
6576,2020-11-24,Michigan,26,347076,9094
6577,2020-11-24,Massachusetts,25,211199,10551
6578,2020-11-24,Maryland,24,185812,4481
6579,2020-11-24,Maine,23,10799,189
6580,2020-11-24,Louisiana,22,224403,6323
6581,2020-11-24,Kentucky,21,166478,1938
6582,2020-11-24,Kansas,20,145272,1456
6583,2020-11-24,Iowa,19,217786,2271
6584,2020-11-24,Indiana,18,309218,5435
6585,2020-11-24,Illinois,17,675543,12294
6586,2020-11-24,Idaho,16,95588,881
6587,2020-11-24,Hawaii,15,17461,231
6588,2020-11-24,Guam,66,7624,108
6589,2020-11-24,Georgia,13,438441,8979
6590,2020-11-24,Florida,12,953292,18156
6591,2020-11-24,District of Columbia,11,20409,673
6592,2020-11-24,Delaware,10,32664,757
6593,2020-11-24,Connecticut,9,107280,4881
6594,2020-11-24,Colorado,8,207882,2868
6595,2020-11-24,California,6,1153005,18875
6596,2020-11-24,Arkansas,5,148312,2405
6597,2020-11-24,Arizona,4,307943,6515
6598,2020-11-24,Alaska,2,28708,110
6599,2020-11-24,Alabama,1,236865,3472
6600,2020-11-23,Wyoming,56,29431,202
6601,2020-11-23,Wisconsin,55,379693,3175
6602,2020-11-23,West Virginia,54,41114,667
6603,2020-11-23,Washington,53,155336,2775
6604,2020-11-23,Virginia,51,221038,3942
6605,2020-11-23,Virgin Islands,78,1507,23
6606,2020-11-23,Vermont,50,3714,63
6607,2020-11-23,Utah,49,179420,799
6608,2020-11-23,Texas,48,1184041,21144
6609,2020-11-23,Tennessee,47,337637,4254
6610,2020-11-23,South Dakota,46,73848,819
6611,2020-11-23,South Carolina,45,207552,4288
6612,2020-11-23,Rhode Island,44,50573,1309
6613,2020-11-23,Puerto Rico,72,81815,1032
6614,2020-11-23,Pennsylvania,42,320250,9932
6615,2020-11-23,Oregon,41,66334,830
6616,2020-11-23,Oklahoma,40,177874,1649
6617,2020-11-23,Ohio,39,363304,6020
6618,2020-11-23,Northern Mariana Islands,69,104,2
6619,2020-11-23,North Dakota,38,73403,852
6620,2020-11-23,North Carolina,37,339672,5076
6621,2020-11-23,New York,36,606878,33804
6622,2020-11-23,New Mexico,35,84148,1402
6623,2020-11-23,New Jersey,34,311400,16772
6624,2020-11-23,New Hampshire,33,18042,512
6625,2020-11-23,Nevada,32,136672,2030
6626,2020-11-23,Nebraska,31,116434,962
6627,2020-11-23,Montana,30,56428,615
6628,2020-11-23,Missouri,29,288308,3697
6629,2020-11-23,Mississippi,28,143879,3676
6630,2020-11-23,Minnesota,27,276556,3321
6631,2020-11-23,Michigan,26,340223,8937
6632,2020-11-23,Massachusetts,25,208623,10531
6633,2020-11-23,Maryland,24,184140,4448
6634,2020-11-23,Maine,23,10544,177
6635,2020-11-23,Louisiana,22,221160,6284
6636,2020-11-23,Kentucky,21,163767,1906
6637,2020-11-23,Kansas,20,144831,1462
6638,2020-11-23,Iowa,19,214792,2222
6639,2020-11-23,Indiana,18,303575,5332
6640,2020-11-23,Illinois,17,665865,12141
6641,2020-11-23,Idaho,16,93602,869
6642,2020-11-23,Hawaii,15,17405,231
6643,2020-11-23,Guam,66,7571,107
6644,2020-11-23,Georgia,13,434916,8972
6645,2020-11-23,Florida,12,944737,18084
6646,2020-11-23,District of Columbia,11,20290,672
6647,2020-11-23,Delaware,10,32211,752
6648,2020-11-23,Connecticut,9,106740,4871
6649,2020-11-23,Colorado,8,203578,2821
6650,2020-11-23,California,6,1136467,18768
6651,2020-11-23,Arkansas,5,146190,2387
6652,2020-11-23,Arizona,4,303188,6465
6653,2020-11-23,Alaska,2,28128,97
6654,2020-11-23,Alabama,1,234080,3459
6655,2020-11-22,Wyoming,56,28169,176
6656,2020-11-22,Wisconsin,55,376238,3162
6657,2020-11-22,West Virginia,54,40478,662
6658,2020-11-22,Washington,53,149703,2738
6659,2020-11-22,Virginia,51,217796,3938
6660,2020-11-22,Virgin Islands,78,1504,23
6661,2020-11-22,Vermont,50,3629,63
6662,2020-11-22,Utah,49,177176,793
6663,2020-11-22,Texas,48,1172848,21083
6664,2020-11-22,Tennessee,47,333853,4218
6665,2020-11-22,South Dakota,46,73065,819
6666,2020-11-22,South Carolina,45,206295,4283
6667,2020-11-22,Rhode Island,44,48001,1294
6668,2020-11-22,Puerto Rico,72,81074,1017
6669,2020-11-22,Pennsylvania,42,313788,9901
6670,2020-11-22,Oregon,41,65170,822
6671,2020-11-22,Oklahoma,40,174330,1634
6672,2020-11-22,Ohio,39,351419,5996
6673,2020-11-22,Northern Mariana Islands,69,104,2
6674,2020-11-22,North Dakota,38,72689,846
6675,2020-11-22,North Carolina,37,336983,5062
6676,2020-11-22,New York,36,600967,33767
6677,2020-11-22,New Mexico,35,81896,1385
6678,2020-11-22,New Jersey,34,307819,16761
6679,2020-11-22,New Hampshire,33,17598,512
6680,2020-11-22,Nevada,32,134761,2022
6681,2020-11-22,Nebraska,31,114061,937
6682,2020-11-22,Montana,30,55680,607
6683,2020-11-22,Missouri,29,283756,3688
6684,2020-11-22,Mississippi,28,143180,3676
6685,2020-11-22,Minnesota,27,270213,3297
6686,2020-11-22,Michigan,26,328833,8874
6687,2020-11-22,Massachusetts,25,206850,10512
6688,2020-11-22,Maryland,24,182482,4434
6689,2020-11-22,Maine,23,10359,176
6690,2020-11-22,Louisiana,22,220192,6260
6691,2020-11-22,Kentucky,21,161222,1887
6692,2020-11-22,Kansas,20,137530,1410
6693,2020-11-22,Iowa,19,211664,2202
6694,2020-11-22,Indiana,18,298021,5305
6695,2020-11-22,Illinois,17,657402,12064
6696,2020-11-22,Idaho,16,91935,852
6697,2020-11-22,Hawaii,15,17302,231
6698,2020-11-22,Guam,66,7518,107
6699,2020-11-22,Georgia,13,432954,8955
6700,2020-11-22,Florida,12,938406,17990
6701,2020-11-22,District of Columbia,11,20151,670
6702,2020-11-22,Delaware,10,31808,748
6703,2020-11-22,Connecticut,9,101469,4828
6704,2020-11-22,Colorado,8,199296,2811
6705,2020-11-22,California,6,1118652,18726
6706,2020-11-22,Arkansas,5,145173,2357
6707,2020-11-22,Arizona,4,299698,6464
6708,2020-11-22,Alaska,2,27629,97
6709,2020-11-22,Alabama,1,232506,3457
6710,2020-11-21,Wyoming,56,27410,176
6711,2020-11-21,Wisconsin,55,372219,3155
6712,2020-11-21,West Virginia,54,39598,658
6713,2020-11-21,Washington,53,148691,2738
6714,2020-11-21,Virginia,51,215679,3938
6715,2020-11-21,Virgin Islands,78,1491,23
6716,2020-11-21,Vermont,50,3546,63
6717,2020-11-21,Utah,49,173987,789
6718,2020-11-21,Texas,48,1164314,21004
6719,2020-11-21,Tennessee,47,329490,4163
6720,2020-11-21,South Dakota,46,72214,777
6721,2020-11-21,South Carolina,45,205018,4274
6722,2020-11-21,Rhode Island,44,48001,1294
6723,2020-11-21,Puerto Rico,72,80049,1012
6724,2020-11-21,Pennsylvania,42,307247,9862
6725,2020-11-21,Oregon,41,63668,822
6726,2020-11-21,Oklahoma,40,170924,1624
6727,2020-11-21,Ohio,39,343286,5984
6728,2020-11-21,Northern Mariana Islands,69,103,2
6729,2020-11-21,North Dakota,38,71546,840
6730,2020-11-21,North Carolina,37,333074,5035
6731,2020-11-21,New York,36,595581,33737
6732,2020-11-21,New Mexico,35,79440,1352
6733,2020-11-21,New Jersey,34,303851,16746
6734,2020-11-21,New Hampshire,33,17281,508
6735,2020-11-21,Nevada,32,132610,2017
6736,2020-11-21,Nebraska,31,113225,933
6737,2020-11-21,Montana,30,54542,604
6738,2020-11-21,Missouri,29,279987,3684
6739,2020-11-21,Mississippi,28,142401,3657
6740,2020-11-21,Minnesota,27,263008,3257
6741,2020-11-21,Michigan,26,328178,8874
6742,2020-11-21,Massachusetts,25,204155,10488
6743,2020-11-21,Maryland,24,180125,4415
6744,2020-11-21,Maine,23,10123,174
6745,2020-11-21,Louisiana,22,216709,6233
6746,2020-11-21,Kentucky,21,159035,1886
6747,2020-11-21,Kansas,20,137295,1411
6748,2020-11-21,Iowa,19,209203,2191
6749,2020-11-21,Indiana,18,291838,5246
6750,2020-11-21,Illinois,17,647474,11967
6751,2020-11-21,Idaho,16,91312,851
6752,2020-11-21,Hawaii,15,17182,229
6753,2020-11-21,Guam,66,7421,104
6754,2020-11-21,Georgia,13,430687,8940
6755,2020-11-21,Florida,12,931819,17929
6756,2020-11-21,District of Columbia,11,19961,670
6757,2020-11-21,Delaware,10,31321,746
6758,2020-11-21,Connecticut,9,101469,4828
6759,2020-11-21,Colorado,8,195220,2791
6760,2020-11-21,California,6,1109844,18709
6761,2020-11-21,Arkansas,5,143821,2337
6762,2020-11-21,Arizona,4,296997,6459
6763,2020-11-21,Alaska,2,27079,95
6764,2020-11-21,Alabama,1,230708,3457
6765,2020-11-20,Wyoming,56,27129,176
6766,2020-11-20,Wisconsin,55,365190,3106
6767,2020-11-20,West Virginia,54,38480,639
6768,2020-11-20,Washington,53,147251,2738
6769,2020-11-20,Virginia,51,213331,3912
6770,2020-11-20,Virgin Islands,78,1482,23
6771,2020-11-20,Vermont,50,3459,62
6772,2020-11-20,Utah,49,170644,776
6773,2020-11-20,Texas,48,1153399,20872
6774,2020-11-20,Tennessee,47,325282,4156
6775,2020-11-20,South Dakota,46,71070,741
6776,2020-11-20,South Carolina,45,203161,4231
6777,2020-11-20,Rhode Island,44,48001,1294
6778,2020-11-20,Puerto Rico,72,78950,991
6779,2020-11-20,Pennsylvania,42,301373,9748
6780,2020-11-20,Oregon,41,62176,815
6781,2020-11-20,Oklahoma,40,167261,1603
6782,2020-11-20,Ohio,39,335423,5955
6783,2020-11-20,Northern Mariana Islands,69,103,2
6784,2020-11-20,North Dakota,38,70022,824
6785,2020-11-20,North Carolina,37,330021,5012
6786,2020-11-20,New York,36,589605,33696
6787,2020-11-20,New Mexico,35,77098,1327
6788,2020-11-20,New Jersey,34,299182,16712
6789,2020-11-20,New Hampshire,33,16797,507
6790,2020-11-20,Nevada,32,130102,1987
6791,2020-11-20,Nebraska,31,111915,925
6792,2020-11-20,Montana,30,53346,575
6793,2020-11-20,Missouri,29,275917,3675
6794,2020-11-20,Mississippi,28,140429,3642
6795,2020-11-20,Minnesota,27,256756,3206
6796,2020-11-20,Michigan,26,320621,8776
6797,2020-11-20,Massachusetts,25,200949,10469
6798,2020-11-20,Maryland,24,177239,4398
6799,2020-11-20,Maine,23,9958,173
6800,2020-11-20,Louisiana,22,216709,6233
6801,2020-11-20,Kentucky,21,155625,1862
6802,2020-11-20,Kansas,20,137224,1410
6803,2020-11-20,Iowa,19,205918,2159
6804,2020-11-20,Indiana,18,284960,5206
6805,2020-11-20,Illinois,17,635823,11814
6806,2020-11-20,Idaho,16,90346,849
6807,2020-11-20,Hawaii,15,17029,222
6808,2020-11-20,Guam,66,7421,104
6809,2020-11-20,Georgia,13,424759,8904
6810,2020-11-20,Florida,12,923410,17888
6811,2020-11-20,District of Columbia,11,19808,669
6812,2020-11-20,Delaware,10,30816,746
6813,2020-11-20,Connecticut,9,101469,4828
6814,2020-11-20,Colorado,8,190100,2752
6815,2020-11-20,California,6,1096401,18649
6816,2020-11-20,Arkansas,5,141916,2321
6817,2020-11-20,Arizona,4,292880,6427
6818,2020-11-20,Alaska,2,26403,95
6819,2020-11-20,Alabama,1,228373,3451
6820,2020-11-19,Wyoming,56,26169,176
6821,2020-11-19,Wisconsin,55,358113,3021
6822,2020-11-19,West Virginia,54,37399,623
6823,2020-11-19,Washington,53,144968,2717
6824,2020-11-19,Virginia,51,210787,3896
6825,2020-11-19,Virgin Islands,78,1469,23
6826,2020-11-19,Vermont,50,3310,61
6827,2020-11-19,Utah,49,166040,758
6828,2020-11-19,Texas,48,1139695,20689
6829,2020-11-19,Tennessee,47,321832,4082
6830,2020-11-19,South Dakota,46,69742,705
6831,2020-11-19,South Carolina,45,201160,4201
6832,2020-11-19,Rhode Island,44,46951,1288
6833,2020-11-19,Puerto Rico,72,78046,982
6834,2020-11-19,Pennsylvania,42,294345,9643
6835,2020-11-19,Oregon,41,60874,809
6836,2020-11-19,Oklahoma,40,164340,1588
6837,2020-11-19,Ohio,39,326615,5890
6838,2020-11-19,Northern Mariana Islands,69,103,2
6839,2020-11-19,North Dakota,38,68618,801
6840,2020-11-19,North Carolina,37,325658,4968
6841,2020-11-19,New York,36,584128,33648
6842,2020-11-19,New Mexico,35,74116,1302
6843,2020-11-19,New Jersey,34,295556,16689
6844,2020-11-19,New Hampshire,33,16277,506
6845,2020-11-19,Nevada,32,128234,1958
6846,2020-11-19,Nebraska,31,109325,866
6847,2020-11-19,Montana,30,51872,569
6848,2020-11-19,Missouri,29,270387,3618
6849,2020-11-19,Mississippi,28,138791,3619
6850,2020-11-19,Minnesota,27,249962,3138
6851,2020-11-19,Michigan,26,310396,8717
6852,2020-11-19,Massachusetts,25,198550,10435
6853,2020-11-19,Maryland,24,175092,4372
6854,2020-11-19,Maine,23,9734,171
6855,2020-11-19,Louisiana,22,211966,6199
6856,2020-11-19,Kentucky,21,151706,1843
6857,2020-11-19,Kansas,20,131408,1326
6858,2020-11-19,Iowa,19,201572,2127
6859,2020-11-19,Indiana,18,278142,5143
6860,2020-11-19,Illinois,17,622869,11671
6861,2020-11-19,Idaho,16,88642,838
6862,2020-11-19,Hawaii,15,16917,222
6863,2020-11-19,Guam,66,7385,102
6864,2020-11-19,Georgia,13,421381,8867
6865,2020-11-19,Florida,12,914325,17809
6866,2020-11-19,District of Columbia,11,19678,667
6867,2020-11-19,Delaware,10,30153,742
6868,2020-11-19,Connecticut,9,99381,4805
6869,2020-11-19,Colorado,8,184260,2734
6870,2020-11-19,California,6,1082674,18555
